Transaction ID,Datetime,Merchant,Category,Amount,Description,Balance
T0004049,2024-03-27 02:11:00,Airbnb,Entertainment,119.73,Debit at Airbnb for Entertainment,42598.93
T0004050,2024-03-27 07:13:00,Amazon,Shopping,443.92,Debit at Amazon for Shopping,42155.01
T0004051,2024-03-27 07:27:00,Airbnb,Dining,822.28,Debit at Airbnb for Dining,41332.73
T0004052,2024-03-27 09:22:00,Best Buy,Healthcare,407.09,Debit at Best Buy for Healthcare,40925.64
T0004053,2024-03-27 10:40:00,Apple Store,Healthcare,82.48,Debit at Apple Store for Healthcare,40843.16
T0004055,2024-03-27 17:20:00,Starbucks,Travel,718.88,Debit at Starbucks for Travel,40150.54
T0004056,2024-03-27 18:33:00,Costco,Shopping,876.52,Debit at Costco for Shopping,39274.02
T0004060,2024-03-28 15:37:00,Netflix,Travel,667.82,Debit at Netflix for Travel,39709.9
T0004061,2024-03-29 05:45:00,Uber,Groceries,564.95,Debit at Uber for Groceries,39144.95
T0004062,2024-03-29 05:57:00,Amazon,Entertainment,343.32,Debit at Amazon for Entertainment,38801.63
T0004064,2024-03-29 16:52:00,Uber,Healthcare,199.37,Debit at Uber for Healthcare,38833.78
T0004067,2024-03-29 22:10:00,Amazon,Entertainment,144.56,Debit at Amazon for Entertainment,39955.47
T0004068,2024-03-30 01:31:00,Apple Store,Utilities,482.57,Debit at Apple Store for Utilities,39472.9
T0004070,2024-03-30 21:00:00,Best Buy,Travel,373.82,Debit at Best Buy for Travel,39315.56
T0004072,2024-03-30 23:13:00,Apple Store,Utilities,84.04,Debit at Apple Store for Utilities,40014.45
T0004073,2024-03-31 03:34:00,Apple Store,Shopping,492.04,Debit at Apple Store for Shopping,39522.41
T0004074,2024-03-31 06:10:00,Target,Groceries,335.47,Debit at Target for Groceries,39186.94
T0004077,2024-03-31 16:22:00,Netflix,Travel,877.91,Debit at Netflix for Travel,39395.6
T0004078,2024-03-31 19:05:00,Airbnb,Dining,79.21,Debit at Airbnb for Dining,39316.39
T0004079,2024-04-01 00:16:00,Target,Entertainment,263.42,Debit at Target for Entertainment,39052.97
T0004081,2024-04-01 06:54:00,Uber,Shopping,167.11,Debit at Uber for Shopping,39295.9
T0004082,2024-04-01 09:11:00,Apple Store,Shopping,882.87,Debit at Apple Store for Shopping,38413.03
T0004083,2024-04-01 19:59:00,Target,Utilities,181.55,Debit at Target for Utilities,38231.48
T0004084,2024-04-02 00:41:00,Amazon,Groceries,202.88,Debit at Amazon for Groceries,38028.6
T0004086,2024-04-02 08:33:00,Costco,Utilities,461.6,Debit at Costco for Utilities,37956.07
T0004090,2024-04-02 22:44:00,Best Buy,Utilities,810.7,Debit at Best Buy for Utilities,39547.66
T0004092,2024-04-03 04:59:00,Costco,Dining,190.67,Debit at Costco for Dining,40109.18
T0004094,2024-04-03 19:57:00,Costco,Travel,585.45,Debit at Costco for Travel,39556.52
T0004096,2024-04-04 00:23:00,Netflix,Shopping,684.43,Debit at Netflix for Shopping,39490.03
T0004098,2024-04-04 04:56:00,Apple Store,Groceries,170.38,Debit at Apple Store for Groceries,40196.35
T0004100,2024-04-04 06:26:00,Apple Store,Utilities,666.48,Debit at Apple Store for Utilities,40247.06
T0004110,2024-04-06 06:14:00,Best Buy,Utilities,101.18,Debit at Best Buy for Utilities,43846.05
T0004111,2024-04-06 12:43:00,Uber,Travel,948.73,Debit at Uber for Travel,42897.32
T0004118,2024-04-09 10:28:00,Target,Healthcare,493.2,Debit at Target for Healthcare,45988.51
T0004119,2024-04-09 10:46:00,Costco,Shopping,748.91,Debit at Costco for Shopping,45239.6
T0004120,2024-04-09 11:01:00,Best Buy,Entertainment,726.67,Debit at Best Buy for Entertainment,44512.93
T0004121,2024-04-09 13:42:00,Starbucks,Shopping,203.88,Debit at Starbucks for Shopping,44309.05
T0004122,2024-04-09 15:18:00,Airbnb,Entertainment,991.09,Debit at Airbnb for Entertainment,43317.96
T0004123,2024-04-09 19:45:00,Target,Travel,935.45,Debit at Target for Travel,42382.51
T0004126,2024-04-10 14:41:00,Starbucks,Dining,145.07,Debit at Starbucks for Dining,42632.1
T0004129,2024-04-10 17:45:00,Uber,Entertainment,236.23,Debit at Uber for Entertainment,43194.43
T0004131,2024-04-10 19:47:00,Walmart,Shopping,186.14,Debit at Walmart for Shopping,43499.51
T0004138,2024-04-11 22:37:00,Airbnb,Shopping,402.2,Debit at Airbnb for Shopping,46348.43
T0004140,2024-04-12 03:25:00,Target,Travel,928.76,Debit at Target for Travel,46225.28
T0004141,2024-04-12 07:55:00,Netflix,Groceries,381.28,Debit at Netflix for Groceries,45844.0
T0004142,2024-04-12 10:52:00,Target,Shopping,111.16,Debit at Target for Shopping,45732.84
T0004143,2024-04-12 12:01:00,Costco,Dining,908.72,Debit at Costco for Dining,44824.12
T0004145,2024-04-12 21:48:00,Starbucks,Entertainment,174.9,Debit at Starbucks for Entertainment,45056.41
T0004146,2024-04-13 02:12:00,Costco,Dining,465.25,Debit at Costco for Dining,44591.16
T0004149,2024-04-13 07:59:00,Airbnb,Shopping,635.1,Debit at Airbnb for Shopping,45266.35
T0004151,2024-04-13 15:26:00,Costco,Shopping,527.71,Debit at Costco for Shopping,44966.37
T0004153,2024-04-14 06:09:00,Target,Shopping,167.76,Debit at Target for Shopping,45158.63
T0004154,2024-04-14 09:51:00,Uber,Utilities,588.55,Debit at Uber for Utilities,44570.08
T0004155,2024-04-14 12:00:00,Apple Store,Entertainment,435.1,Debit at Apple Store for Entertainment,44134.98
T0004157,2024-04-14 14:02:00,Apple Store,Utilities,494.93,Debit at Apple Store for Utilities,44404.99
T0004158,2024-04-14 14:08:00,Best Buy,Dining,910.37,Debit at Best Buy for Dining,43494.62
T0004159,2024-04-14 14:33:00,Airbnb,Healthcare,248.17,Debit at Airbnb for Healthcare,43246.45
T0004160,2024-04-14 22:22:00,Netflix,Travel,42.29,Debit at Netflix for Travel,43204.16
T0004162,2024-04-15 05:44:00,Best Buy,Entertainment,374.25,Debit at Best Buy for Entertainment,43598.94
T0004164,2024-04-15 23:17:00,Netflix,Travel,194.71,Debit at Netflix for Travel,44320.02
T0004165,2024-04-16 00:59:00,Apple Store,Groceries,657.59,Debit at Apple Store for Groceries,43662.43
T0004166,2024-04-16 02:40:00,Apple Store,Utilities,966.25,Debit at Apple Store for Utilities,42696.18
T0004167,2024-04-16 05:58:00,Target,Dining,340.32,Debit at Target for Dining,42355.86
T0004169,2024-04-16 22:17:00,Walmart,Utilities,738.6,Debit at Walmart for Utilities,41731.47
T0004171,2024-04-17 04:54:00,Airbnb,Shopping,18.56,Debit at Airbnb for Shopping,42031.03
T0004172,2024-04-17 06:25:00,Uber,Travel,716.36,Debit at Uber for Travel,41314.67
T0004173,2024-04-17 12:09:00,Walmart,Groceries,736.85,Debit at Walmart for Groceries,40577.82
T0004174,2024-04-17 18:22:00,Netflix,Utilities,533.03,Debit at Netflix for Utilities,40044.79
T0004175,2024-04-18 00:58:00,Starbucks,Utilities,814.89,Debit at Starbucks for Utilities,39229.9
T0004181,2024-04-18 18:42:00,Costco,Healthcare,134.24,Debit at Costco for Healthcare,42093.71
T0004182,2024-04-18 22:33:00,Costco,Healthcare,751.15,Debit at Costco for Healthcare,41342.56
T0004184,2024-04-19 00:53:00,Apple Store,Entertainment,58.28,Debit at Apple Store for Entertainment,41521.06
T0004186,2024-04-20 07:27:00,Apple Store,Healthcare,127.07,Debit at Apple Store for Healthcare,41668.63
T0004187,2024-04-21 01:11:00,Amazon,Groceries,524.63,Debit at Amazon for Groceries,41144.0
T0004188,2024-04-21 01:27:00,Amazon,Utilities,125.57,Debit at Amazon for Utilities,41018.43
T0004189,2024-04-21 04:14:00,Uber,Entertainment,614.27,Debit at Uber for Entertainment,40404.16
T0004190,2024-04-21 11:30:00,Costco,Groceries,166.54,Debit at Costco for Groceries,40237.62
T0004192,2024-04-21 15:41:00,Walmart,Travel,363.91,Debit at Walmart for Travel,40431.96
T0004193,2024-04-21 19:26:00,Walmart,Utilities,437.58,Debit at Walmart for Utilities,39994.38
T0004194,2024-04-22 01:55:00,Costco,Healthcare,311.13,Debit at Costco for Healthcare,39683.25
T0004200,2024-04-23 04:38:00,Starbucks,Dining,157.74,Debit at Starbucks for Dining,42415.27
T0004202,2024-04-23 14:15:00,Starbucks,Groceries,177.04,Debit at Starbucks for Groceries,43008.66
T0004204,2024-04-23 18:21:00,Netflix,Utilities,124.31,Debit at Netflix for Utilities,43080.43
T0004206,2024-04-23 23:30:00,Apple Store,Healthcare,293.85,Debit at Apple Store for Healthcare,42806.04
T0004208,2024-04-24 07:01:00,Target,Travel,782.55,Debit at Target for Travel,42575.99
T0004209,2024-04-24 15:55:00,Airbnb,Healthcare,782.1,Debit at Airbnb for Healthcare,41793.89
T0004211,2024-04-25 00:15:00,Costco,Groceries,554.08,Debit at Costco for Groceries,42103.5
T0004212,2024-04-25 02:18:00,Amazon,Travel,835.22,Debit at Amazon for Travel,41268.28
T0004215,2024-04-25 22:04:00,Target,Dining,929.61,Debit at Target for Dining,41401.99
T0004218,2024-04-26 05:54:00,Best Buy,Utilities,480.22,Debit at Best Buy for Utilities,41989.14
T0004220,2024-04-26 09:04:00,Starbucks,Dining,651.81,Debit at Starbucks for Dining,41693.42
T0004221,2024-04-26 22:05:00,Amazon,Travel,137.69,Debit at Amazon for Travel,41555.73
T0004222,2024-04-27 00:28:00,Netflix,Utilities,58.85,Debit at Netflix for Utilities,41496.88
T0004231,2024-04-28 00:35:00,Walmart,Healthcare,207.54,Debit at Walmart for Healthcare,46441.21
T0004233,2024-04-28 03:15:00,Starbucks,Travel,686.44,Debit at Starbucks for Travel,45965.42
T0004235,2024-04-28 05:22:00,Uber,Healthcare,516.29,Debit at Uber for Healthcare,46147.55
T0004238,2024-04-29 04:14:00,Netflix,Utilities,132.31,Debit at Netflix for Utilities,46796.6
T0004239,2024-04-29 09:22:00,Uber,Utilities,377.04,Debit at Uber for Utilities,46419.56
T0004240,2024-04-29 11:45:00,Netflix,Shopping,967.16,Debit at Netflix for Shopping,45452.4
T0004241,2024-04-29 14:08:00,Netflix,Dining,460.53,Debit at Netflix for Dining,44991.87
T0004243,2024-04-29 22:39:00,Target,Entertainment,371.66,Debit at Target for Entertainment,44748.67
T0004244,2024-04-30 07:15:00,Walmart,Healthcare,57.61,Debit at Walmart for Healthcare,44691.06
T0004245,2024-04-30 08:53:00,Starbucks,Travel,169.83,Debit at Starbucks for Travel,44521.23
T0004248,2024-05-01 21:47:00,Costco,Groceries,126.9,Debit at Costco for Groceries,45865.43
T0004249,2024-05-02 01:21:00,Walmart,Shopping,580.94,Debit at Walmart for Shopping,45284.49
T0004250,2024-05-02 02:48:00,Best Buy,Shopping,781.84,Debit at Best Buy for Shopping,44502.65
T0004253,2024-05-02 08:41:00,Airbnb,Healthcare,369.59,Debit at Airbnb for Healthcare,45098.0
T0004257,2024-05-02 23:33:00,Costco,Shopping,545.87,Debit at Costco for Shopping,45404.58
T0004258,2024-05-03 00:38:00,Starbucks,Travel,491.63,Debit at Starbucks for Travel,44912.95
T0004260,2024-05-03 01:49:00,Target,Entertainment,690.83,Debit at Target for Entertainment,45147.36
T0004266,2024-05-04 11:09:00,Apple Store,Entertainment,838.64,Debit at Apple Store for Entertainment,47536.24
T0004267,2024-05-05 03:51:00,Netflix,Travel,579.5,Debit at Netflix for Travel,46956.74
T0004270,2024-05-06 00:14:00,Best Buy,Shopping,402.63,Debit at Best Buy for Shopping,46777.0
T0004271,2024-05-06 00:36:00,Airbnb,Shopping,622.21,Debit at Airbnb for Shopping,46154.79
T0004273,2024-05-06 13:26:00,Uber,Groceries,818.01,Debit at Uber for Groceries,45961.2
T0004276,2024-05-06 17:23:00,Starbucks,Groceries,993.14,Debit at Starbucks for Groceries,46102.83
T0004277,2024-05-06 17:32:00,Best Buy,Utilities,470.14,Debit at Best Buy for Utilities,45632.69
T0004278,2024-05-06 20:08:00,Best Buy,Travel,219.41,Debit at Best Buy for Travel,45413.28
T0004279,2024-05-06 22:56:00,Netflix,Entertainment,10.04,Debit at Netflix for Entertainment,45403.24
T0004282,2024-05-08 10:38:00,Netflix,Entertainment,61.87,Debit at Netflix for Entertainment,46366.61
T0004284,2024-05-08 14:40:00,Airbnb,Entertainment,646.52,Debit at Airbnb for Entertainment,46322.18
T0004285,2024-05-08 19:10:00,Airbnb,Entertainment,932.39,Debit at Airbnb for Entertainment,45389.79
T0004286,2024-05-08 21:01:00,Best Buy,Entertainment,755.5,Debit at Best Buy for Entertainment,44634.29
T0004287,2024-05-08 22:03:00,Costco,Entertainment,945.3,Debit at Costco for Entertainment,43688.99
T0004289,2024-05-09 12:41:00,Target,Travel,607.24,Debit at Target for Travel,43496.48
T0004292,2024-05-10 18:57:00,Best Buy,Utilities,514.95,Debit at Best Buy for Utilities,43720.64
T0004299,2024-05-12 14:21:00,Apple Store,Healthcare,635.8,Debit at Apple Store for Healthcare,47369.95
T0004302,2024-05-13 15:34:00,Costco,Dining,194.45,Debit at Costco for Dining,48580.84
T0004303,2024-05-13 18:25:00,Walmart,Travel,76.01,Debit at Walmart for Travel,48504.83
T0004304,2024-05-13 19:05:00,Apple Store,Utilities,80.56,Debit at Apple Store for Utilities,48424.27
T0004305,2024-05-13 19:49:00,Netflix,Groceries,694.37,Debit at Netflix for Groceries,47729.9
T0004306,2024-05-13 20:23:00,Uber,Dining,587.61,Debit at Uber for Dining,47142.29
T0004308,2024-05-14 11:09:00,Best Buy,Travel,977.55,Debit at Best Buy for Travel,46286.54
T0004316,2024-05-16 09:46:00,Costco,Groceries,655.49,Debit at Costco for Groceries,48882.54
T0004323,2024-05-17 17:12:00,Walmart,Healthcare,392.14,Debit at Walmart for Healthcare,49575.41
T0004326,2024-05-18 06:42:00,Airbnb,Dining,373.72,Debit at Airbnb for Dining,49984.52
T0004329,2024-05-18 17:09:00,Best Buy,Dining,130.7,Debit at Best Buy for Dining,51110.86
T0004330,2024-05-18 20:59:00,Starbucks,Travel,196.17,Debit at Starbucks for Travel,50914.69
T0004332,2024-05-19 02:23:00,Best Buy,Groceries,298.42,Debit at Best Buy for Groceries,51473.57
T0004333,2024-05-19 08:02:00,Amazon,Dining,232.08,Debit at Amazon for Dining,51241.49
T0004334,2024-05-19 09:16:00,Best Buy,Groceries,974.34,Debit at Best Buy for Groceries,50267.15
T0004335,2024-05-19 10:40:00,Starbucks,Healthcare,544.4,Debit at Starbucks for Healthcare,49722.75
T0004337,2024-05-19 22:24:00,Uber,Healthcare,409.79,Debit at Uber for Healthcare,49324.96
T0004338,2024-05-20 04:05:00,Netflix,Shopping,356.72,Debit at Netflix for Shopping,48968.24
T0004340,2024-05-20 06:24:00,Apple Store,Entertainment,763.12,Debit at Apple Store for Entertainment,48512.9
T0004342,2024-05-20 16:48:00,Amazon,Groceries,283.42,Debit at Amazon for Groceries,48816.62
T0004345,2024-05-21 00:34:00,Starbucks,Dining,278.32,Debit at Starbucks for Dining,49283.91
T0004346,2024-05-21 11:23:00,Walmart,Travel,516.67,Debit at Walmart for Travel,48767.24
T0004349,2024-05-21 21:52:00,Airbnb,Utilities,945.18,Debit at Airbnb for Utilities,49232.39
T0004351,2024-05-22 17:14:00,Best Buy,Travel,248.73,Debit at Best Buy for Travel,49915.85
T0004352,2024-05-22 17:51:00,Costco,Entertainment,225.84,Debit at Costco for Entertainment,49690.01
T0004354,2024-05-23 01:29:00,Target,Dining,313.26,Debit at Target for Dining,49628.27
T0004356,2024-05-23 16:09:00,Target,Travel,854.29,Debit at Target for Travel,49148.85
T0004359,2024-05-24 21:17:00,Starbucks,Groceries,245.84,Debit at Starbucks for Groceries,49173.98
T0004363,2024-05-25 10:50:00,Airbnb,Healthcare,803.28,Debit at Airbnb for Healthcare,49362.17
T0004372,2024-05-29 19:04:00,Uber,Travel,759.38,Debit at Uber for Travel,51795.39
T0004374,2024-05-29 21:42:00,Uber,Groceries,68.91,Debit at Uber for Groceries,51880.86
T0004377,2024-05-30 12:05:00,Best Buy,Dining,727.1,Debit at Best Buy for Dining,51692.67
T0004378,2024-05-30 17:48:00,Airbnb,Groceries,148.34,Debit at Airbnb for Groceries,51544.33
T0004379,2024-05-30 18:02:00,Costco,Shopping,293.72,Debit at Costco for Shopping,51250.61
T0004380,2024-05-30 18:39:00,Walmart,Groceries,744.89,Debit at Walmart for Groceries,50505.72
T0004383,2024-05-31 06:58:00,Uber,Entertainment,283.04,Debit at Uber for Entertainment,51431.18
T0004386,2024-06-01 08:38:00,Netflix,Dining,673.16,Debit at Netflix for Dining,52250.64
T0004387,2024-06-01 12:33:00,Starbucks,Groceries,138.81,Debit at Starbucks for Groceries,52111.83
T0004389,2024-06-02 01:18:00,Walmart,Shopping,784.71,Debit at Walmart for Shopping,51681.69
T0004393,2024-06-03 01:45:00,Amazon,Shopping,406.68,Debit at Amazon for Shopping,52896.49
T0004395,2024-06-03 18:50:00,Starbucks,Utilities,353.97,Debit at Starbucks for Utilities,53406.06
T0004397,2024-06-04 02:54:00,Airbnb,Travel,755.21,Debit at Airbnb for Travel,52703.77
T0004399,2024-06-04 04:54:00,Starbucks,Groceries,704.93,Debit at Starbucks for Groceries,52863.46
T0004400,2024-06-04 07:05:00,Apple Store,Travel,900.96,Debit at Apple Store for Travel,51962.5
T0004402,2024-06-04 12:31:00,Apple Store,Healthcare,493.21,Debit at Apple Store for Healthcare,52333.18
T0004406,2024-06-04 19:18:00,Airbnb,Utilities,12.8,Debit at Airbnb for Utilities,52668.7
T0004413,2024-06-05 17:10:00,Target,Groceries,663.99,Debit at Target for Groceries,55940.71
T0004417,2024-06-06 07:09:00,Airbnb,Dining,314.55,Debit at Airbnb for Dining,56578.5
T0004420,2024-06-06 13:51:00,Airbnb,Travel,237.9,Debit at Airbnb for Travel,58233.46
T0004421,2024-06-07 01:18:00,Netflix,Travel,610.41,Debit at Netflix for Travel,57623.05
T0004422,2024-06-07 05:58:00,Best Buy,Shopping,548.76,Debit at Best Buy for Shopping,57074.29
T0004425,2024-06-08 02:26:00,Amazon,Groceries,22.21,Debit at Amazon for Groceries,57936.22
T0004428,2024-06-09 14:12:00,Amazon,Entertainment,105.67,Debit at Amazon for Entertainment,58829.15
T0004429,2024-06-10 06:50:00,Netflix,Travel,268.91,Debit at Netflix for Travel,58560.24
T0004432,2024-06-10 17:05:00,Uber,Groceries,116.12,Debit at Uber for Groceries,59521.94
T0004435,2024-06-11 05:25:00,Apple Store,Dining,184.39,Debit at Apple Store for Dining,60299.13
T0004436,2024-06-11 11:33:00,Target,Healthcare,256.06,Debit at Target for Healthcare,60043.07
T0004440,2024-06-12 02:17:00,Amazon,Entertainment,952.06,Debit at Amazon for Entertainment,60802.66
T0004443,2024-06-12 10:21:00,Costco,Dining,204.55,Debit at Costco for Dining,61563.84
T0004444,2024-06-12 18:06:00,Costco,Shopping,204.2,Debit at Costco for Shopping,61359.64
T0004445,2024-06-12 22:09:00,Starbucks,Groceries,602.01,Debit at Starbucks for Groceries,60757.63
T0004446,2024-06-13 02:28:00,Costco,Entertainment,189.01,Debit at Costco for Entertainment,60568.62
T0004448,2024-06-13 12:05:00,Airbnb,Healthcare,921.06,Debit at Airbnb for Healthcare,60051.09
T0004450,2024-06-14 00:26:00,Amazon,Dining,262.71,Debit at Amazon for Dining,59985.14
T0004455,2024-06-15 02:42:00,Apple Store,Groceries,956.35,Debit at Apple Store for Groceries,61161.95
T0004459,2024-06-15 15:45:00,Target,Entertainment,252.79,Debit at Target for Entertainment,62188.72
T0004461,2024-06-15 19:35:00,Amazon,Dining,932.29,Debit at Amazon for Dining,61790.47
T0004462,2024-06-16 01:04:00,Airbnb,Shopping,618.12,Debit at Airbnb for Shopping,61172.35
T0004464,2024-06-16 14:07:00,Apple Store,Shopping,278.43,Debit at Apple Store for Shopping,61525.03
T0004466,2024-06-17 01:51:00,Costco,Travel,357.37,Debit at Costco for Travel,61445.16
T0004468,2024-06-17 08:53:00,Uber,Travel,994.35,Debit at Uber for Travel,61194.46
T0004469,2024-06-17 14:59:00,Target,Travel,643.63,Debit at Target for Travel,60550.83
T0004470,2024-06-17 20:57:00,Target,Groceries,236.9,Debit at Target for Groceries,60313.93
T0004471,2024-06-17 21:37:00,Best Buy,Shopping,499.37,Debit at Best Buy for Shopping,59814.56
T0004472,2024-06-17 23:39:00,Costco,Healthcare,117.49,Debit at Costco for Healthcare,59697.07
T0004474,2024-06-18 00:22:00,Starbucks,Dining,207.78,Debit at Starbucks for Dining,60366.47
T0004475,2024-06-18 02:20:00,Airbnb,Healthcare,451.52,Debit at Airbnb for Healthcare,59914.95
T0004476,2024-06-18 07:35:00,Walmart,Entertainment,726.79,Debit at Walmart for Entertainment,59188.16
T0004479,2024-06-18 20:16:00,Uber,Travel,200.24,Debit at Uber for Travel,59135.04
T0004480,2024-06-18 21:39:00,Airbnb,Healthcare,600.11,Debit at Airbnb for Healthcare,58534.93
T0004481,2024-06-19 10:48:00,Apple Store,Groceries,615.49,Debit at Apple Store for Groceries,57919.44
T0004484,2024-06-20 04:00:00,Walmart,Utilities,494.99,Debit at Walmart for Utilities,58229.44
T0004488,2024-06-20 20:00:00,Best Buy,Travel,28.38,Debit at Best Buy for Travel,59826.39
T0004491,2024-06-22 01:54:00,Airbnb,Utilities,395.62,Debit at Airbnb for Utilities,60014.35
